Diameter,4200
Component,Volume (cm³)
WindTurbine,38745.66
WindTurbine/Alternator,14186.1
WindTurbine/Alternator/Stator,3868.9
WindTurbine/Alternator/Stator/Coils,1234.96
WindTurbine/Alternator/Stator/ResinCast,2633.93
WindTurbine/Alternator/Rotor_Back,2749.41
WindTurbine/Alternator/Rotor_Back/Rotor_Disk_Back,1536.97
WindTurbine/Alternator/Rotor_Back/MagnetResin_Assembly,1212.44
WindTurbine/Alternator/Rotor_Back/MagnetResin_Assembly/Rotor_ResinCast,992.74
WindTurbine/Alternator/Rotor_Back/MagnetResin_Assembly/Rotor_Magnets,219.7
WindTurbine/Alternator/Rotor_Front,2746.93
WindTurbine/Alternator/Rotor_Front/Rotor_Disk,1534.49
WindTurbine/Alternator/Rotor_Front/Rotor_Disk/BaseFeature,1536.97
WindTurbine/Alternator/Rotor_Front/Rotor_Disk/Binder,1536.97
WindTurbine/Alternator/Rotor_Front/MagnetResin_Assembly,1212.44
WindTurbine/Alternator/Hub,559.74
WindTurbine/Alternator/Hub/Flange,362.53
WindTurbine/Alternator/Hub/Flange_Cover_Front,30.19
WindTurbine/Alternator/Hub/Flange_Cover_Back,40.84
WindTurbine/Alternator/Hub/StubAxleShaft,126.18
WindTurbine/Alternator/Studs_Hub,295.69
WindTurbine/Alternator/Frame,756.92
WindTurbine/Alternator/Frame/Channel,328.52
WindTurbine/Alternator/Frame/Bracket_End_TwoHole_Bottom,214.2
WindTurbine/Alternator/Frame/Bracket_End_TwoHole_Top,
WindTurbine/Alternator/Studs_Frame,122.29
WindTurbine/Alternator/Blade_Assembly_BackDisk,2737.18
WindTurbine/Alternator/Blade_Assembly_FrontTriangle,349.04
WindTurbine/Alternator/Blade_Assembly_FrontTriangle/OuterScrewHoleMultiTransform,349.04
WindTurbine/Alternator/Blade_Assembly_FrontTriangle/InnerHoleScrewHoleMultiTransform,349.04
WindTurbine/YawBearing,1012.68
WindTurbine/YawBearing/Side,321.0
WindTurbine/YawBearing/Top,306.47
WindTurbine/YawBearing/Pipe,366.19
WindTurbine/YawBearing/ArcWireSupport,2.6
WindTurbine/YawBearing/SafetyCatchPart,16.42
WindTurbine/YawBearing/SafetyCatchPart/SafetyCatch,16.42
WindTurbine/Tail_Assembly,23546.88
WindTurbine/Tail_Assembly/Hinge_Inner,459.6
WindTurbine/Tail_Assembly/Hinge_Inner/Pipe,245.8
WindTurbine/Tail_Assembly/Hinge_Inner/Junction,206.44
WindTurbine/Tail_Assembly/Hinge_Inner/Junction/Top_Cover,27.18
WindTurbine/Tail_Assembly/Hinge_Inner/Junction/Cover_Side_Front,89.63
WindTurbine/Tail_Assembly/Hinge_Inner/Junction/Cover_Side_Back,
WindTurbine/Tail_Assembly/Hinge_Inner/Tail_Hinge_Inner_Pipe_Cover,7.36
WindTurbine/Tail_Assembly/Tail,23087.28
WindTurbine/Tail_Assembly/Tail/Hinge_Outer,309.69
WindTurbine/Tail_Assembly/Tail/Hinge_Outer/Pipe,194.93
WindTurbine/Tail_Assembly/Tail/Hinge_Outer/Outer_Pipe_Cover,28.56
WindTurbine/Tail_Assembly/Tail/Hinge_Outer/Stop_LowEnd,87.5
WindTurbine/Tail_Assembly/Tail/Hinge_Outer/YawBearing_Cylinder,1203.87
WindTurbine/Tail_Assembly/Tail/Hinge_Outer/Tail_Stop_LowEnd,86.2
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane,22777.58
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Boom_Pipe,816.11
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Boom_Support,426.7
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Top,82.74
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Top/Tail_Vane_Bracket_Body,51.73
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Top/Assembly_BoltNut_First,15.51
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Top/Assembly_BoltNut_First/Bolt,9.89
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Top/Assembly_BoltNut_First/HexNut,2.6
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Top/Assembly_BoltNut_First/Washer,3.02
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Top/Assembly_BoltNut_Second,
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane_Bracket_Bottom,82.74
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Vane,21264.42
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Stop_HighEnd_Link,107.82
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Hinge_Outer_Cylinder,640.86
WindTurbine/Tail_Assembly/Tail/Assembly_BoomVane/Tail_Stop_HighEnd,104.87
